-1.924575,52.623102
-1.893646,52.505248
-1.712608,52.453947
-1.868633,52.430229
-2.081931,52.562164
-1.459379,52.404991
-2.003708,52.613947
-1.925404,52.447521
-2.121275,52.487829
-1.552609,52.392696
-1.515894,52.412087
-2.068268,52.474845
-2.105864,52.521637
-1.835212,52.526218
-2.103700,52.603797
-1.493263,52.438216
-2.061105,52.469500
-2.069600,52.441851
-1.940671,52.506684
-1.832501,52.459976
-1.885226,52.463105
-1.929898,52.415187
-1.928060,52.478997
-1.975025,52.407545
-2.015834,52.493446
-1.877519,52.535502
-1.780713,52.477179
-1.974843,52.494811
-1.790044,52.416028
-2.143171,52.455270
-1.823237,52.568417
-2.172472,52.598476
-2.053114,52.532002
-1.989787,52.587813
-1.835050,52.494735
-2.024660,52.552553
-1.994282,52.524193
-2.040094,52.592275
-2.136123,52.579528
-1.978079,52.444989
